Pool Id,Spread Reward Denom,Spread Reward Amount
1066,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,23538.522012652555833602
1066,uosmo,0.000000029765567609
1076,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,7.733766834896388738
1076,uosmo,0.238691219874020921
1077,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.046078592297943210
1077,uosmo,0.053266412692863807
1078,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,0.034282993737049751
1078,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.234258679622879237
1079,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,0.007237607168183354
1079,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.058343839694427004
1080,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.000040173994020097
1080,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,0.000040203227924922
1081,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.022849236919508149
1081,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,0.000542273346657703
1088,ibc/92BE0717F4678905E53F4E45B2DED18BC0CB97BF1F8B6A25AFEDF3D5A879B4D5,0.034650027370252155
1088,uosmo,0.033212825676556753
1089,ibc/23CA6C8D1AB2145DD13EB1E089A2E3F960DC298B468CCE034E19E5A78B61136E,0.000774395761468348
1089,uosmo,0.001205038792451586
1090,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,0.001232227027712765
1090,uosmo,0.620928916216720335
1091,ibc/3FF92D26B407FD61AE95D975712A7C319CDE28DE4D80BDC9978D935932B991D7,0.747164077380157743
1091,uosmo,0.000534518728309485
1092,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,0.840387187289553781
1092,uosmo,0.000937867787060334
1093,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,0.070169355045737255
1093,uosmo,0.533749563150153798
1094,ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,0.055400490049570579
1094,uosmo,0.056879131930268696
1095,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,0.128037257069188336
1095,uosmo,0.052818166334743851
1096,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,0.397603572697758740
1096,uosmo,0.009382513011389977
1097,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,0.097011738360456148
1097,uosmo,0.042574018960062881
1098,ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,0.052355469852776205
1098,uosmo,0.122140305537505133
1099,ibc/573FCD90FACEE750F55A8864EF7D38265F07E5A9273FA0E8DAFD39951332B580,0.188856409299169083
1099,uosmo,0.018932477396701476
1100,uion,0.003325614496851243
1100,uosmo,1.334469272795371087
1101,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,0.117921905501577975
1101,uosmo,0.035067455657677272
1102,ibc/3BCCC93AD5DF58D11A6F8A05FA8BC801CBA0BA61A981F57E91B8B598BF8061CB,0.093057154263495519
1102,uosmo,0.001171446151599348
1103,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,0.138525039325856060
1103,uosmo,0.027513038135942000
1104,ibc/2DA9C149E9AD2BD27FEFA635458FB37093C256C1A940392634A16BEA45262604,0.256660124015174296
1104,uosmo,0.037634691806526401
1105,ibc/57AA1A70A4BC9769C525EBF6386F7A21536E04A79D62E1981EFCEF9428EBB205,0.094076091994237676
1105,uosmo,0.072054827043736225
1106,ibc/7C4D60AA95E5A7558B0A364860979CA34B7FF8AAF255B87AF9E879374470CEC0,0.169875598096784864
1106,uosmo,0.005038694733534770
1107,factory/osmo1xqw2sl9zk8a6pch0csaw78n4swg5ws8t62wc5qta4gnjxfqg6v2qcs243k/stuibcx,0.001600593510582618
1107,uosmo,0.129115918109123088
1108,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,1.890441267666101278
1108,uosmo,0.002106174701599438
1109,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,0.173672498019825515
1109,uosmo,0.002541707875524547
1110,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,0.505378379596676667
1110,uosmo,0.003461561882640867
1111,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,11.111470849220678489
1111,uosmo,0.002430072771409716
1112,ibc/A76EB6ECF4E3E2D4A23C526FD1B48FDD42F171B206C9D2758EF778A7826ADD68,0.011220237554117654
1112,uosmo,0.015007961309977248
1113,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,0.609846837742640548
1113,uosmo,0.002194192447701665
1114,ibc/71F11BC0AF8E526B80E44172EBA9D3F0A8E03950BB882325435691EBC9450B1D,0.344014443954889220
1114,uosmo,0.114956860884120431
1115,ibc/71F11BC0AF8E526B80E44172EBA9D3F0A8E03950BB882325435691EBC9450B1D,0.253929844827382425
1115,uosmo,0.036675320760314963
1116,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.069955365977678337
1116,ibc/71F11BC0AF8E526B80E44172EBA9D3F0A8E03950BB882325435691EBC9450B1D,0.128722301599706518
1117,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.001372485388004829
1117,ibc/71F11BC0AF8E526B80E44172EBA9D3F0A8E03950BB882325435691EBC9450B1D,0.003453127720329487
1123,ibc/1E43D59E565D41FB4E54CA639B838FFD5BCFC20003D330A56CB1396231AA1CBA,0.054145892631564590
1123,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.045175327329419892
1124,ibc/1E43D59E565D41FB4E54CA639B838FFD5BCFC20003D330A56CB1396231AA1CBA,0.137822342957924544
1124,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.002691016122375092
1125,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.003849759118151735
1125,ibc/A4D176906C1646949574B48C1928D475F2DF56DE0AC04E1C99B08F90BC21ABDE,0.056985403233571031
1126,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.000069242388828035
1126,ibc/A4D176906C1646949574B48C1928D475F2DF56DE0AC04E1C99B08F90BC21ABDE,0.003057816916531648
1127,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.003058515902045260
1127,ibc/B1C287C2701774522570010EEBCD864BCB7AB714711B3AA218699FDD75E832F5,0.297325504528176606
1128,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.226005843480006888
1128,ibc/B1C287C2701774522570010EEBCD864BCB7AB714711B3AA218699FDD75E832F5,0.186421297135562484
1129,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.225851288043134944
1129,ibc/CA3733CB0071F480FAE8EF0D9C3D47A49C6589144620A642BBE0D59A293D110E,44.253083121436544354
1130,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.006137318944295540
1130,ibc/CA3733CB0071F480FAE8EF0D9C3D47A49C6589144620A642BBE0D59A293D110E,2.885717096933952195
1131,ibc/2108F2D81CBE328F371AD0CEF56691B18A86E08C3651504E42487D9EE92DDE9C,0.123502554119448768
1131,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.044529865732069913
1133,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,0.080536978602037363
1133,uosmo,0.089400001998274573
1134,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,526478057258435230810693000000000.000000000000000000
1134,uosmo,1001699722725430000000000.000000000000000000
1135,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,0.006559393646636454
1135,uosmo,0.216466013163676681
1136,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,0.002588956904892880
1136,ibc/C140AFD542AE77BD7DCC83F13FDD8C5E5BB8C4929785E6EC2F4C636F98F17901,0.002061475436578822
1144,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.001290384254536732
1144,ibc/6B2B19D874851F631FF0AF82C38A20D4B82F438C7A22F41EDA33568345397244,2.130774880839490950
1145,ibc/6B2B19D874851F631FF0AF82C38A20D4B82F438C7A22F41EDA33568345397244,2.317614193453242050
1145,uosmo,0.001372617598494881
1146,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,0.001412245714207119
1146,ibc/8A025A1E70101E39DE0C0F153E582A30806D3DA16795F6D868A3AA247D2DEDF7,0.001353887377648696
